Ion, Observed , Rel. , Aki, Ek ,J
Fe I ,468.35594,468,2.92E+05,44 183.628  ,2
Fe I ,468.4597,60, ,56 952.213  ,2
Fe I ,468.50243,155,3.20E+04,44 285.454  ,2
 , , , , , 
Fe II ,468.6386,31, ,81 734.733  , 7/2 
Fe I ,468.73026,170, ,29 056.324  ,3
Fe I ,468.73862,560,7.50E+04,44 166.206  ,3
Fe II , ,  ,1.80E-03,21 711.8963 , 7/2 
Fe I ,468.7671,60, ,44 378.342  ,1
 , , , , , 
Fe I ,468.81757,229, ,58 481.855  ,3
Fe V , ,  ,7.70E-02,46 291.1    ,2
Fe II ,469.01376, 130bl(Fe I) , ,107 044.220  , 3/2 
Fe I ,469.0138, 620bl ,2.29E+06,51 048.107  ,1
Fe I ,469.0369, 100bl* , ,47 420.228  ,5
 , , , , , 
Fe I ,469.0369, 100bl* , ,29 469.024  ,2
Fe I ,469.14114,11200,1.01E+06,45 428.402  ,4
Fe I ,469.4859,105, ,56 673.145  ,4
Fe I ,469.4919,100, ,54 706.387  ,2
Fe II ,469.6366,8, ,107 886.868  , 7/2 
 , , , , , 
Fe VII ,469.879,32,1.90E-02,21 275.97   ,2
Fe I ,470.0158, 540bl , ,56 113.887  ,5
Fe I ,470.1044, 407bl* ,8.40E+05,41 178.412  ,1
Fe I ,470.1044, 407bl* ,7.20E+05,50 998.645  ,2
Fe III ,470.162,  ,2.30E-01,21 699.79   ,3
 , , , , , 
Fe I ,470.2601,30, ,56 516.218  ,4
Fe I ,470.2912,79, ,47 363.376  ,6
Fe II ,470.44038,24, ,114 646.097  , 7/2 
Fe I ,470.49478,950,8.80E+06,50 981.012  ,0
Fe I ,470.54567,295,2.30E+05,49 850.590  ,3
 , , , , , 
Fe I ,470.62989,65, ,50 613.983  ,4
Fe I ,470.72742,9500, ,47 377.955  ,4
Fe I ,470.74874,780,2.92E+05,44 183.628  ,2
Fe I ,470.89682,780,3.98E+05,50 586.878  ,3
Fe I ,470.90878,1320, ,50 698.620  ,2
 , , , , , 
Fe II ,470.91637,23, ,112 397.186  , 9/2 
Fe I ,471.0283,8900,1.05E+06,45 562.974  ,3
Fe I ,471.21053,138,8.50E+04,45 551.767  ,1
Fe I ,471.2357,120, ,41 234.505  ,0
Fe I ,471.407,45,1.80E+06,57 974.137  ,2
 , , , , , 
Fe I ,471.4118,20,6.50E+04,47 834.550  ,5
Fe I ,471.41912,240, ,47 834.221  ,3
Fe I ,471.4359,129, ,58 363.424  ,1
Fe II , ,  ,8.80E-04,21 581.6151 , 9/2 
Fe I ,471.6839, 60* , ,47 419.687  ,2
 , , , , , 
Fe I ,471.6839, 60* , ,56 452.018  ,4
Fe II , ,  ,8.00E+02,46 967.4751 , 5/2 
Fe I ,472.10003,790,4.30E+04,45 294.846  ,5
Fe II ,472.5307,31, ,83 308.241  , 5/2 
Fe I ,472.5934,50, ,55 790.696  ,3
 , , , , , 
Fe I ,472.61367,89,3.90E+04,45 333.875  ,2
Fe I ,472.7263,20, ,57 004.359  ,1
Fe I ,472.73943,2090,6.85E+06,50 880.102  ,1
Fe II ,472.807, : ,5.86E-01,21 812.0454 , 3/2 
Fe I ,472.8164,155, ,54 017.581  ,4
 , , , , , 
Fe I ,472.85454,2090,2.87E+06,50 611.261  ,3
Fe I ,472.90189,780,6.59E+05,54 013.752  ,5
Fe I ,472.96763,174,1.60E+05,48 531.865  ,3
Fe I ,473.1041,129, ,54 004.718  ,3
Fe II ,473.1439, 110aff(Fe I) ,2.80E+04,44 446.9051 , 7/2 
 , , , , , 
Fe II ,473.2928, 6bl(Fe II)* , ,113 481.304  , 3/2 
Fe II ,473.2928, 6bl(Fe II)* ,9.00E+04,104 993.879  , 7/2 
Fe I ,473.35913,2690,3.41E+04,33 095.941  ,4
Fe III ,473.393,  ,9.10E-02,21 857.08   ,2
Fe I ,473.40977,302,1.60E+06,55 754.233  ,2
 , , , , , 
Fe I ,473.58436,63,1.28E+06,53 983.293  ,5
Fe I ,473.67731,18200,4.78E+06,47 005.506  ,5
Fe I ,473.7373,20, ,58 512.387  ,2
Fe I ,473.7594, 60bl , ,45 220.681  ,3
Fe II ,473.7594, 35bl(Fe I) , ,94 739.136  , 3/2 
 , , , , , 
Fe I ,473.7635,510,1.87E+05,47 452.717  ,4
Fe I ,474.03398,710,7.69E+04,45 428.402  ,4
Fe II ,474.0407,2.7, ,108 662.300  , 3/2 
Fe I ,474.10693,288, ,47 960.940  ,4
Fe I ,474.15294,1510,7.29E+05,43 922.668  ,3
 , , , , , 
Fe II ,474.2544,13, ,99 921.670  , 1/2 
Fe I ,474.2938,50, ,54 879.683  ,2
Fe I ,474.3197,158, ,56 844.475  ,4
Fe I ,474.4942,60, ,47 420.228  ,5
Fe I ,474.5128,40,8.20E+03,38 995.736  ,1
 , , , , , 
Fe II , ,  ,1.42E-02,22 939.3512 , 5/2 
Fe I ,474.57998,1550,2.27E+06,50 534.397  ,3
Fe I ,474.99474,166,2.00E+06,57 813.942  ,3
Fe I ,475.1084,138, ,54 807.250  ,1
Fe III ,475.272,12, ,119 697.69   ,2
 , , , , , 
Fe I ,475.4039,240, ,59 204.233  ,4
Fe III ,475.483,  ,8.10E-02,21 461.92   ,4
Fe II ,475.61226,18, ,105 379.425  , 5/2 
Fe I ,475.75777,1550, ,47 419.687  ,2
Fe I ,476.6786,120, ,58 018.561  ,5
 , , , , , 
Fe I ,476.68656,158,2.30E+05,48 531.865  ,3
Fe I ,476.832,1020, ,50 698.620  ,2
Fe I ,476.83962,690,1.13E+05,44 677.006  ,4
Fe I ,476.86985,141, ,53 837.851  ,3
Fe III ,476.96,  ,8.00E-02,21 699.79   ,3
 , , , , , 
Fe I ,477.16962,229,3.42E+04,38 678.039  ,2
Fe XVI , ,  ,2.43E-02,298 143      , 3/2 
Fe II , ,  ,3.10E-02,21 812.0454 , 3/2 
Fe I ,477.28027,620,5.30E+04,33 507.123  ,3
Fe I ,477.283,950,3.76E+05,45 281.833  ,2
 , , , , , 
Fe I ,477.3146,85, ,54 357.405  ,3
Fe I ,477.3972,141, ,54 706.387  ,2
Fe II ,477.4728, : ,1.32E-01,22 810.3459 , 7/2 
Fe I ,477.6067,229,2.20E+05,47 555.610  ,1
Fe I ,477.63769,132, ,57 697.493  ,4
 , , , , , 
Fe I ,477.6481, 37bl , ,54 342.779  ,2
Fe III ,477.788,  ,4.40E-02,21 857.08   ,2
Fe I ,477.94391,510,2.79E+06,48 460.113  ,0
Fe II ,478.0008,19,6.00E+04,84 863.382  , 11/2 
Fe I ,478.59562,263,4.00E+05,54 301.340  ,4
 , , , , , 
Fe I ,478.68067,4170,1.03E+06,45 220.681  ,3
Fe II ,478.744,50, ,110 609.548  , 3/2 
Fe I ,478.78266,372,1.05E+05,45 061.329  ,3
Fe II ,478.8459, 13* , ,112 966.779  , 7/2 
Fe II ,478.8459, 13* , ,113 236.296  , 5/2 
 , , , , , 
Fe I ,478.87566,3470,3.86E+05,46 982.320  ,6
Fe I , ,  ,3.90E-02,20 874.482  ,3
Fe I ,478.96505,11500,4.57E+06,49 477.127  ,3
Fe I ,479.0743,79,2.70E+04,47 092.712  ,3
Fe I ,479.12458,324,3.56E+05,47 272.027  ,1
 , , , , , 
Fe I ,479.2532,170, ,53 733.594  ,3
Fe I ,479.39616,141,1.10E+04,45 428.402  ,4
Fe I ,479.7038,71, ,56 452.018  ,4
Fe II ,479.773,33, ,103 691.094  , 11/2 
Fe I ,479.82646,479,2.77E+06,54 600.350  ,3
 , , , , , 
Fe II ,479.8276, : ,8.30E-02,21 812.0454 , 3/2 
Fe II ,479.87308, 40bl(Fe I) , ,112 987.144  , 5/2 
Fe I ,479.8731,174,4.10E+03,33 801.572  ,2
Fe I ,479.94058,380,3.70E+05,50 186.834  ,2
Fe I ,480.0128, 100bl ,1.20E+05,45 333.875  ,2
 , , , , , 
Fe II ,480.01283, 70bl(Fe I) , ,103 680.689  , 9/2 
Fe I ,480.05537,115, ,47 452.717  ,4
Fe I ,480.06487,980,3.01E+06,54 237.415  ,4
Fe I ,480.28794, 1580* , ,50 613.983  ,4
Fe I ,480.28794, 1580* ,1.77E+06,50 186.834  ,2
 , , , , , 
Fe II ,480.3063,23, ,107 525.187  , 5/2 
Fe I ,480.45189,229, ,49 627.884  ,4
Fe I ,480.77084,720,2.30E+05,47 960.940  ,4
Fe I ,480.8058,60, ,47 420.228  ,5
Fe I ,480.8148,229,7.60E+04,47 017.188  ,3
 , , , , , 
Fe I ,480.86797,174, ,58 965.275  ,4
Fe I ,480.91377,129, ,50 586.878  ,3
Fe I ,480.99381,148,5.50E+04,49 604.427  ,5
Fe II ,481.04927,27, ,109 901.523  , 7/2 
Fe III ,481.079,25,3.50E+06,205 732.53   ,3
 , , , , , 
Fe I ,481.1028,60, ,45 551.767  ,1
Fe I ,481.31125,129,1.40E+05,47 177.234  ,1
Fe II ,481.31125, 40bl(Fe I) , ,112 987.144  , 5/2 
Fe I ,481.4371,71, ,54 530.653  ,2
Fe II ,481.4544, : ,5.46E-01,22 637.1950 , 9/2 
 , , , , , 
Fe II ,481.52346, 23bl(Fe I) , ,112 987.144  , 5/2 
Fe I ,481.5235,120, ,48 304.643  ,2
Fe II ,481.6192,100, ,84 844.866  , 5/2 
Fe I ,481.77778,170,2.10E+04,38 678.039  ,2
Fe II ,481.9026,70, ,81 734.733  , 7/2 
 , , , , , 
Fe II ,482.08278,330,5.40E+06,103 874.040  , 9/2 
Fe III ,482.163,25, ,205 737.64   ,2
Fe I ,482.41656,427, ,50 043.213  ,1
Fe III ,482.486, 25bl(Fe II) ,8.90E+06,205 672.08   ,4
Fe II ,482.60749,34, ,124 421.522  , 15/2 
 , , , , , 
Fe II ,482.61366,80,2.60E+06,104 022.961  , 7/2 
Fe II ,482.66825,500,7.50E+06,103 691.094  , 11/2 
Fe II ,482.91081,60,1.80E+06,103 680.689  , 9/2 
Fe II ,483.12016, 700bl(Fe II)* , ,104 505.359  , 3/2 
Fe II ,483.12016, 700bl(Fe II)* ,8.00E+04,81 734.733  , 7/2 
 , , , , , 
Fe I ,483.1202, 372bl , ,49 297.635  ,1
Fe I ,483.27273,740,1.76E+06,50 043.213  ,1
Fe II , ,  ,5.00E+02,42 114.8380 , 9/2 
Fe I ,483.45065,158,2.70E+04,40 231.336  ,2
Fe I ,483.58676,550,1.10E+06,53 768.979  ,4
 , , , , , 
Fe I ,483.788,309, ,56 432.021  ,5
Fe I ,483.8084,79, ,46 888.517  ,2
Fe I ,483.85115,710,1.20E+06,48 221.324  ,1
Fe II ,483.85511,70,7.00E+05,103 969.814  , 7/2 
Fe I ,483.95442,3090,3.90E+05,47 008.371  ,5
 , , , , , 
Fe I ,483.9768,141, ,57 813.942  ,3
Fe II , ,  ,4.00E+02,42 237.0575 , 7/2 
Fe I ,484.03214,457,1.70E+06,54 161.139  ,3
Fe I ,484.0896,95, ,53 747.500  ,3
Fe I ,484.17847,186, ,54 449.347  ,1
 , , , , , 
Fe I ,484.2714,60, ,54 683.322  ,4
Fe I ,484.27881,380,7.50E+05,53 739.438  ,5
Fe I ,484.31435,1380,9.20E+05,48 036.673  ,2
Fe II ,484.3296,1100,1.20E+05,81 734.733  , 7/2 
Fe I , ,  ,4.20E-01,20 641.110  ,4
 , , , , , 
Fe II , ,  ,1.60E-03,21 307.999  , 3/2 
Fe I ,484.40135,760,3.62E+05,49 242.886  ,3
Fe I ,484.56478,590, ,49 951.344  ,0
Fe I , ,  ,2.50E-02,21 038.987  ,2
Fe II ,484.79978,270, ,110 065.766  , 5/2 
 , , , , , 
Fe I ,484.88832,245,6.89E+04,38 995.736  ,1
Fe I ,484.9668,89, ,49 434.163  ,6
Fe II , ,  ,2.49E-02,23 031.2829 , 3/2 
Fe I ,485.56729,1480, ,47 755.537  ,3
Fe II ,485.6152,50,9.00E+05,104 046.419  , 5/2 
 , , , , , 
Fe I ,485.8244,79, ,54 379.384  ,3
Fe II ,485.90296,110,1.90E+06,103 882.740  , 7/2 
Fe I ,485.91215,295,1.10E+06,54 375.677  ,2
Fe II ,485.91215, 350bl(Fe I) , ,94 211.383  , 5/2 
Fe I ,485.97411,24500,1.62E+07,43 763.980  ,1
 , , , , , 
Fe II ,486.06798,700,8.50E+06,103 421.213  , 13/2 
Fe I ,486.09781,457,1.30E+05,47 960.940  ,4
Fe I ,486.25966,209, ,54 066.518  ,4
Fe I ,486.36434,1350, ,48 221.324  ,1
Fe I ,486.3779,60, ,45 061.329  ,3
 , , , , , 
Fe IV , ,  ,6.10E-02,52 838.0    , 5/2 
Fe II ,486.61989,270,6.00E+06,103 680.689  , 9/2 
Fe IV , ,  ,1.90E-01,52 838.0    , 5/2 
Fe IV , ,  ,6.40E-02,52 838.0    , 5/2 
Fe IV , ,  ,1.40E-01,52 837.1    , 3/2 
 , , , , , 
Fe IV , ,  ,1.80E-01,52 837.1    , 3/2 
Fe I ,486.8373,71, ,33 095.941  ,4
Fe I ,486.843,71, ,57 697.493  ,4
Fe IV , ,  ,1.10E-01,52 838.0    , 5/2 
Fe IV , ,  ,7.10E-02,52 837.1    , 3/2 
 , , , , , 
Fe I ,486.94636,245,1.30E+05,49 135.023  ,3
Fe II ,486.9969,60,1.40E+06,103 988.001  , 5/2 
Fe I ,487.0036,98,3.88E+05,52 214.345  ,1
Fe I ,487.13179,63000,2.44E+07,43 633.533  ,2
Fe I ,487.19278,540,2.84E+05,46 744.993  ,3
 , , , , , 
Fe I ,487.21375,38000,2.54E+07,43 763.980  ,1
Fe I ,487.2907,89, ,54 555.418  ,4
Fe I ,487.321,120, ,51 837.238  ,3
Fe I ,487.3751,112,5.50E+04,47 136.084  ,2
Fe I ,487.43534,195, ,45 281.833  ,2
 , , , , , 
Fe II ,487.4496, : ,1.99E-01,22 939.3512 , 5/2 
Fe I ,487.50298,151, ,58 682.322  ,3
Fe I ,487.58773,1120,3.40E+05,47 377.955  ,4
Fe I ,487.6188,71,2.70E+04,46 727.074  ,2
Fe I ,487.7606,151,2.60E+04,44 677.006  ,4
 , , , , , 
Fe I ,487.82108,18200,1.21E+07,43 763.980  ,1
Fe I ,488.0527,89, ,53 357.515  ,3
Fe II ,488.08709,400, ,81 639.253  , 5/2 
Fe III ,488.111,  ,6.20E-03,20 481.72   ,4
Fe I ,488.17175,2820,5.15E+05,47 106.484  ,4
 , , , , , 
Fe I ,488.21431,1700, ,48 036.673  ,2
Fe II ,488.3184,70,1.70E+06,103 326.445  , 9/2 
Fe II ,488.32923,310,5.80E+06,103 325.974  , 11/2 
Fe II ,488.3926,11, ,108 105.938  , 3/2 
Fe I ,488.54303,2000, ,51 770.557  ,3
 , , , , , 
Fe I ,488.63315,2000, ,53 966.662  ,2
Fe I , ,  ,2.30E-01,20 874.482  ,3
Fe I ,488.71936,1000, ,54 257.502  ,2
Fe I ,488.7365,89, ,53 328.835  ,4
Fe I ,488.8262, 870bl , ,54 490.999  ,3
 , , , , , 
Fe IV , ,  ,4.00E-02,52 695.4    , 7/2 
Fe I ,488.86366,1780, ,53 545.833  ,3
Fe I ,488.90012,1170,1.13E+05,38 175.355  ,3
Fe I ,488.91018,1170, ,51 770.557  ,3
Fe II ,488.9623, : ,4.17E-01,20 830.5534 , 5/2 
 , , , , , 
Fe I ,489.07548,58000,2.25E+07,43 633.533  ,2
Fe I ,489.1048, 195bl , ,53 313.438  ,5
Fe I ,489.1144,60, ,53 852.114  ,4
Fe I ,489.14921,117000,3.08E+07,43 434.627  ,3
Fe I ,489.28586,630, ,54 449.347  ,1
 , , , , , 
Fe VII ,489.363,59,3.54E-02,20 428.8    ,1
Fe II ,489.378,20,2.50E+03,43 238.6066 , 5/2 
Fe II ,489.64381, 25bl(Fe I) , ,123 002.306  , 11/2 
Fe I ,489.64382,275,5.40E+05,51 739.920  ,2
Fe II , ,  ,1.15E+00,36 252.931  , 5/2 
 , , , , , 
Fe IV , ,  ,3.90E-02,52 695.4    , 7/2 
Fe IV , ,  ,1.50E-01,52 695.4    , 7/2 
Fe I ,490.0822,20, ,59 077.084  ,1
Fe II ,490.10537,130,5.60E+06,103 857.804  , 5/2 
Fe I ,490.2163,100, ,47 017.188  ,3
 , , , , , 
Fe IV , ,  ,1.30E-01,52 695.4    , 7/2 
Fe IV , ,  ,6.70E-02,52 695.4    , 7/2 
Fe VI , ,  ,8.10E-03,46 603.7    , 5/2 
Fe VI , ,  ,1.10E-02,46 603.7    , 5/2 
Fe I ,490.33099,17400,6.58E+06,43 633.533  ,2
 , , , , , 
Fe I ,490.51325,245,5.30E+05,52 067.469  ,2
Fe I ,490.5216,30, ,47 008.371  ,5
Fe II ,490.5351, : ,2.19E-01,22 810.3459 , 7/2 
Fe IV , ,  ,1.10E-01,52 620.7    , 9/2 
Fe IV , ,  ,2.10E-01,52 620.7    , 9/2 
 , , , , , 
Fe II ,490.6837,26,6.70E+05,103 352.723  , 9/2 
Fe I ,490.77315,1000, ,48 036.673  ,2
Fe I ,490.80298,275, ,54 386.186  ,1
Fe II ,490.81454,600,1.85E+07,103 676.848  , 7/2 
Fe I ,490.8599,60, ,40 404.518  ,1
 , , , , , 
Fe I ,490.93831,1100, ,52 049.823  ,2
Fe I ,491.00166,3090, ,47 755.537  ,3
Fe I ,491.03255,1740, ,54 161.139  ,3
Fe I ,491.05645,1510, ,54 375.677  ,2
Fe I ,491.15291,107,1.90E+05,54 683.322  ,4
 , , , , , 
Fe I ,491.17791,407,1.60E+06,52 039.892  ,1
Fe II ,491.1957,40,1.10E+06,103 661.038  , 5/2 
Fe I ,491.2498,50, ,53 763.280  ,3
Fe I ,491.3143,76, ,57 510.666  ,3
Fe II ,491.3184,50,1.90E+06,103 326.445  , 9/2 
 , , , , , 
Fe II ,491.32951,1300,2.58E+07,103 325.974  , 11/2 
Fe I , ,  ,9.20E-02,21 038.987  ,2
Fe I ,491.72297,950,6.40E+06,54 132.551  ,1
Fe IV , ,  ,7.30E-02,52 620.7    , 9/2 
Fe IV , ,  ,4.50E-02,52 620.7    , 9/2 
 , , , , , 
Fe I ,491.80122,620,4.20E+06,54 449.347  ,1
Fe I ,491.89535,1230, ,53 830.975  ,3
Fe I ,491.89937,69000,1.79E+07,43 434.627  ,3
Fe I ,492.05028,195000,3.58E+07,43 163.326  ,4
Fe II ,492.21869,180,8.00E+06,103 869.046  , 3/2 
 , , , , , 
Fe II ,492.31542,180, ,81 639.253  , 5/2 
Fe II ,492.39216,5000,4.30E+06,43 620.9842 , 3/2 
Fe I ,492.4298, 100bl* , ,58 979.823  ,2
Fe II ,492.4298, 4bl(Fe I) , ,124 421.522  , 15/2 
Fe I ,492.4298, 100bl* , ,60 533.113  ,2
 , , , , , 
Fe I ,492.47692,3890,4.23E+05,38 678.039  ,2
Fe I ,492.52831,129, ,53 393.673  ,4
Fe II ,492.6523,25, ,106 709.008  , 9/2 
Fe I ,492.74179,690,2.58E+05,49 108.896  ,4
Fe I ,492.749,60, ,57 055.616  ,3
 , , , , , 
Fe III ,492.755,59, ,113 677.29   ,5
Fe I ,492.78679,1100, , ,  
Fe II ,492.9668,8, ,114 980.083  , 7/2 
Fe I ,493.0315,1050,5.75E+06,52 214.345  ,1
Fe III ,493.066, : ,6.90E-01,21 208.12   ,0
 , , , , , 
Fe I ,493.3191, 355bl , ,54 066.773  ,2
Fe I ,493.32945,204, ,46 888.517  ,2
Fe I ,493.3341,1550, ,54 386.186  ,1
Fe I ,493.38727,447, ,52 067.469  ,2
Fe I ,493.40049,1820, ,53 768.979  ,4
 , , , , , 
Fe I ,493.40836,229, ,46 889.142  ,4
Fe II ,493.5373,25,3.60E+05,103 969.814  , 7/2 
Fe II ,493.70367,210, ,77 742.736  , 5/2 
Fe II ,493.70719,80,1.40E+06,103 385.785  , 7/2 
Fe I ,493.7298,79, ,53 661.079  ,3
 , , , , , 
Fe I ,493.81735,2000, ,52 049.823  ,2
Fe I ,493.88135,13200,3.27E+06,43 434.627  ,3
Fe I ,493.9239, 2240bl* , ,54 257.502  ,2
Fe I ,493.9239, 2240bl* , ,53 747.500  ,3
Fe I ,493.96864,11700,1.39E+04,27 166.820  ,4
 , , , , , 
Fe II ,494.2169,50,2.70E+06,103 364.897  , 5/2 
Fe I ,494.24589,630,9.67E+05,54 266.716  ,5
Fe I ,494.25901,98, ,54 555.418  ,4
Fe VII ,494.267,127,7.70E-02,21 275.97   ,2
Fe I , ,  ,7.70E-02,20 641.110  ,4
 , , , , , 
Fe II ,494.37023, 340bl(Fe II)* , ,81 734.733  , 7/2 
Fe II ,494.37023, 340bl(Fe II)* , ,79 885.523  , 5/2 
Fe II ,494.5062,26,4.80E+06,103 676.286  , 1/2 
Fe I ,494.5637,417,1.30E+06,54 161.139  ,3
Fe I ,494.63878,6000, ,47 377.955  ,4
 , , , , , 
Fe II ,494.68993,80,2.20E+06,103 668.762  , 3/2 
Fe II ,494.7385, : ,7.12E-02,22 637.1950 , 9/2 
Fe II ,494.80872,600,2.06E+07,103 340.699  , 7/2 
Fe II ,494.87913,1200,4.20E+07,103 661.038  , 5/2 
Fe XXV , ,  , ,(66 911 278)     ,3
 , , , , , 
Fe I ,495.01057,1550, ,47 755.537  ,3
Fe II ,495.0755, : ,1.77E-01,23 031.2829 , 3/2 
Fe II ,495.15805,2100,4.40E+07,103 326.445  , 9/2 
Fe II ,495.26524,400,1.63E+07,103 645.256  , 3/2 
Fe II ,495.5086,25,3.20E+05,103 988.001  , 5/2 
 , , , , , 
Fe I , ,  ,7.90E-02,20 874.482  ,3
Fe I ,495.72983,66000,1.18E+07,43 163.326  ,4
Fe I ,495.75965,295000,4.22E+07,42 815.855  ,5
Fe I ,495.76793,2140, ,53 966.662  ,2
Fe II , ,  ,6.40E-03,20 830.5534 , 5/2 
 , , , , , 
Fe II ,495.88211,400,4.70E+06,103 874.040  , 9/2 
Fe I ,495.9197,30, ,59 154.662  ,1
Fe II ,495.95574,70,2.10E+06,103 969.814  , 7/2 
Fe I , ,  ,4.50E-02,21 038.987  ,2
Fe I ,496.19137,234,1.40E+05,49 460.902  ,5
 , , , , , 
Fe I ,496.25715,680,1.37E+06,53 840.620  ,6
Fe I ,496.578,60, ,43 079.023  ,1
Fe II , ,  ,3.30E-02,20 516.9534 , 5/2 
Fe I ,496.60886,13200,3.31E+06,47 005.506  ,5
Fe I ,496.6289,40, ,52 067.469  ,2
 , , , , , 
Fe VI , ,  ,2.50E-01,21 315.0    , 9/2 
Fe I ,496.7897,2290, ,53 925.200  ,1
Fe I ,496.83923,126, ,54 161.139  ,3
Fe I ,496.86975,1510,7.10E+05,49 477.127  ,3
Fe II ,496.93564,200,2.00E+07,103 676.286  , 1/2 
 , , , , , 
Fe I ,496.99173,1820, ,54 132.551  ,1
Fe I ,497.04955,1100,9.82E+05,49 433.131  ,2
Fe I ,497.06457,257, ,52 049.823  ,2
Fe II ,497.12176,170,2.11E+07,103 668.762  , 3/2 
Fe II ,497.13403,130,5.10E+06,103 417.935  , 3/2 
 , , , , , 
Fe VI , ,  ,1.40E-02,46 603.7    , 5/2 
Fe VI , ,  ,2.40E-01,20 616.4    , 7/2 
Fe I ,497.31016,3240,1.10E+07,52 039.892  ,1
Fe II ,497.3398, : ,1.42E-01,22 939.3512 , 5/2 
Fe II ,497.42113,130,1.50E+06,103 406.327  , 5/2 
 , , , , , 
Fe I ,497.54118,151, ,46 720.842  ,4
Fe II ,497.70332,1400,6.10E+07,103 645.256  , 3/2 
Fe I ,497.76483,186, ,51 770.557  ,3
Fe II ,497.79194,250,1.69E+07,103 391.352  , 3/2 
Fe I ,497.8112,100, ,52 019.669  ,1
 , , , , , 
Fe I ,497.8603,2090,1.19E+07,52 214.345  ,1
Fe I ,497.8691,83, ,52 953.629  ,4
Fe II ,497.9308,18,9.00E+05,103 385.785  , 7/2 
Fe I ,497.95857,182, ,49 433.131  ,2
Fe I ,498.02831,110, ,53 768.979  ,4
 , , , , , 
Fe I ,498.0539,40, ,53 837.851  ,3
Fe II ,498.10743,80,6.10E+05,103 882.740  , 7/2 
Fe I ,498.24996,12300, ,53 160.593  ,3
Fe I ,498.32504,6500, ,53 568.751  ,2
Fe I ,498.3341,71, ,57 218.827  ,3
 , , , , , 
Fe I ,498.38526,8900, ,53 155.145  ,4
Fe II ,498.44852,1400,5.40E+07,103 364.897  , 5/2 
Fe II ,498.45703,110,1.70E+06,104 046.419  , 5/2 
Fe I ,498.52526,7200,1.48E+07,51 739.920  ,2
Fe I ,498.55469,6900,1.39E+06,43 163.326  ,4
 , , , , , 
Fe I ,498.59838,117, ,54 379.384  ,3
Fe I ,498.62223,500,2.30E+06,54 066.773  ,2
Fe I ,498.6903,52, ,54 375.677  ,2
Fe III ,498.725, : ,1.10E-03,20 481.72   ,4
Fe II ,498.72724,120,4.30E+06,103 857.804  , 5/2 
 , , , , , 
Fe VII ,498.859,60,9.37E-02,20 040.0    ,0
Fe I ,498.89498,2880,5.20E+06,53 545.833  ,3
Fe II ,499.05062,2000,5.20E+07,103 340.699  , 7/2 
Fe I ,499.1268,2750, ,53 830.975  ,3
Fe II ,499.14379,310,6.90E+06,102 882.424  , 9/2 
 , , , , , 
Fe I ,499.18,30, ,43 079.023  ,1
Fe I ,499.1867,35,3.90E+05,54 066.518  ,4
Fe I ,499.2785,20, ,54 386.186  ,1
Fe II ,499.3355,40,7.00E+03,42 658.2444 , 7/2 
Fe I ,499.36802,302,1.90E+06,53 966.662  ,2
 , , , , , 
Fe I ,499.3751,191, ,53 784.750  ,3
Fe I ,499.41292,18600,3.18E+04,27 394.691  ,3
Fe I ,499.54094,112,7.30E+05,54 375.677  ,2
Fe III ,499.655, 14h , ,134 360.41   ,4
Fe I ,499.796,50, ,57 160.142  ,3
 , , , , , 
Fe VI , ,  ,2.10E-02,46 217.3    , 7/2 
Fe I ,499.91122,316,7.30E+05,53 763.280  ,3
Fe II ,499.91827,400,9.80E+06,102 851.394  , 9/2 
Fe I ,500.021,65, ,57 403.134  ,2
Fe II , ,  ,1.80E+03,42 401.3198 , 3/2 
 , , , , , 
Fe II ,500.15574,60,8.00E+05,103 701.778  , 9/2 
Fe I ,500.18633,20900,3.70E+07,51 294.220  ,3
Fe II ,500.19529,13000,1.57E+08,102 840.320  , 13/2 
Fe II ,500.2175,5, ,116 342.274  , 7/2 
Fe II ,500.2386,27, ,103 698.515  , 5/2 
 , , , , , 
Fe I ,500.2581, 79bl* , ,53 749.405  ,2
Fe I ,500.2581, 79bl* , ,58 979.823  ,2
Fe I ,500.27924,2570,8.80E+05,47 377.955  ,4
Fe I ,500.4044,468,3.70E+06,53 925.200  ,1
Fe II ,500.41881,5000,7.10E+07,102 831.393  , 11/2 
 , , , , , 
Fe I ,500.4341,105, ,46 600.818  ,1
Fe II ,500.47708,150,2.00E+06,103 701.778  , 9/2 
Fe II , ,  ,9.08E-02,22 810.3459 , 7/2 
Fe I ,500.5712,15800, ,51 294.220  ,3
Fe I ,500.61188,41700,5.87E+06,42 815.855  ,5
 , , , , , 
Fe II , ,  ,3.30E-02,20 830.5534 , 5/2 
Fe II ,500.68402,900,1.15E+07,103 680.689  , 9/2 
Fe I ,500.7275,5400, ,53 061.318  ,5
Fe II ,500.74494,600,7.70E+06,103 691.094  , 11/2 
Fe II ,500.77338,900,1.74E+07,102 942.256  , 7/2 
 , , , , , 
Fe II ,500.7811,18,2.50E+05,103 676.848  , 7/2 
Fe I ,500.8639,105, ,56 726.892  ,3
Fe II ,500.89839,500,3.90E+07,103 418.280  , 1/2 
Fe II ,500.9071,60,1.40E+05,103 417.935  , 3/2 
Fe II ,501.00606,310,5.40E+06,103 680.689  , 9/2 
 , , , , , 
Fe II ,501.10261,90,2.20E+06,103 676.848  , 7/2 
Fe I ,501.1212,60, ,44 285.454  ,2
